Province,TotalSessions,DistinctViewers,Race,MaleUsers,FemaleUsers,TotalUsers,Gender,SessionPercentage,AgeCohort,DayOfWeek,SessionDate_SA,HourOfDay,Channel,TotalDurationInSeconds,SessionStartTime_SA,Email,Social Media Handle
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/20,3,CNN,1.76E+09,25:00.0,Bret 315@mailxyz.com,@Bret 31
North West,1,1,black,1,0,1,male,0.01,Retired (55+),4,2016/03/16,10,Channel O,1.76E+09,58:00.0,Markus 193@mail.com,@Markus 19
Western Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),2,2016/03/07,13,ICC Cricket World Cup 2011,1.76E+09,25:00.0,Garry 283@mail.com,@Garry 28
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Youth (18-24),4,2016/03/16,13,ICC Cricket World Cup 2011,1.76E+09,31:00.0,Carter 31@yahoo.com,@Carter 3
Northern Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),4,2016/02/24,19,ICC Cricket World Cup 2011,1.76E+09,22:00.0,Jacinto 255@mailxyz.com,@Jacinto 25
North West,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/02/12,12,E! Entertainment,1.76E+09,21:00.0,Chas 352@gmail.com,@Chas 35
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/30,16,ICC Cricket World Cup 2011,1.76E+09,58:00.0,Stephen 153@mail.com,@Stephen 15
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/01/29,17,Channel O,1.76E+09,31:00.0,Stefan 465@mailxyz.com,@Stefan 46
Eastern Cape,1,1,coloured,0,1,1,female,0.01,Adult (25-34),7,2016/02/06,13,Channel O,1.76E+09,34:00.0,Minerva 372@gmail.com,@Minerva 37
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),1,2016/02/07,11,SuperSport Blitz,1.76E+09,35:00.0,Hyman 81@yahoo.com,@Hyman 8
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),2,2016/02/22,7,Cartoon Network,1.76E+09,13:00.0,Randy 395@mailxyz.com,@Randy 39
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),7,2016/02/06,18,Supersport Live Events,1.76E+09,10:00.0,Kip 141@yahoo.com,@Kip 14
Eastern Cape,1,1,black,1,0,1,male,0.01,Youth (18-24),2,2016/02/08,15,Channel O,1.76E+09,23:00.0,Lane 111@yahoo.com,@Lane 11
Mpumalanga,1,1,black,1,0,1,male,0.01,Youth (18-24),7,2016/03/05,10,Africa Magic,1.76E+09,42:00.0,Len 444@abcmail.com,@Len 44
Eastern Cape,1,1,indian_asian,1,0,1,male,0.01,Kids (0-17),6,2016/03/18,12,ICC Cricket World Cup 2011,1.76E+09,20:00.0,Len 445@mailxyz.com,@Len 44
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/23,15,ICC Cricket World Cup 2011,1.76E+09,19:00.0,Michel 204@abcmail.com,@Michel 20
Mpumalanga,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/02/04,16,Africa Magic,1.76E+09,16:00.0,Filiberto 44@abcmail.com,@Filiberto 4
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),3,2016/03/15,11,Cartoon Network,1.76E+09,36:00.0,Hugh14@abcmail.com,@Hugh1
North West,1,1,black,1,0,1,male,0.01,Retired (55+),1,2016/03/20,14,Trace TV,1.76E+09,37:00.0,Kyle 63@mail.com,@Kyle 6
Western Cape,1,1,coloured,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/01/16,11,Cartoon Network,1.76E+09,22:00.0,Abel 182@gmail.com,@Abel 18
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),3,2016/03/01,19,SuperSport Blitz,1.76E+09,18:00.0,Jared 502@gmail.com,@Jared 50
Western Cape,1,1,black,1,0,1,male,0.01,Youth (18-24),5,2016/03/03,15,M-Net,1.76E+09,09:00.0,Randy 395@mailxyz.com,@Randy 39
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),2,2016/02/22,22,Boomerang,1.76E+09,37:00.0,Kyle 65@mailxyz.com,@Kyle 6
Mpumalanga,1,1,white,1,0,1,male,0.01,Youth (18-24),3,2016/01/12,14,Cartoon Network,1.76E+09,42:00.0,Brendan 453@mail.com,@Brendan 45
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/02/27,11,SuperSport Blitz,1.76E+09,10:00.0,Kip 145@mailxyz.com,@Kip 14
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/06,12,ICC Cricket World Cup 2011,1.76E+09,04:00.0,Emerson 245@mailxyz.com,@Emerson 24
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Youth (18-24),3,2016/03/01,22,Trace TV,1.76E+09,23:00.0,Hugh13@mail.com,@Hugh1
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/02/06,13,Channel O,1.76E+09,23:00.0,Bret 315@mailxyz.com,@Bret 31
Limpopo,1,1,black,1,0,1,male,0.01,Youth (18-24),1,2016/01/03,15,Channel O,1.76E+09,52:00.0,Efren 133@mail.com,@Efren 13
Northern Cape,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),1,2016/02/14,16,Boomerang,1.76E+09,43:00.0,Kyle 62@gmail.com,@Kyle 6
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),4,2016/03/30,13,ICC Cricket World Cup 2011,1.76E+09,43:00.0,Eli 291@yahoo.com,@Eli 29
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/06,7,ICC Cricket World Cup 2011,1.76E+09,39:00.0,Stephen 151@yahoo.com,@Stephen 15
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),6,2016/02/19,21,Channel O,1.76E+09,23:00.0,Charlie 361@yahoo.com,@Charlie 36
Gauteng,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),5,2016/02/18,15,Cartoon Network,1.76E+09,42:00.0,Filiberto 45@mailxyz.com,@Filiberto 4
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),2,2016/02/15,14,Channel O,1.76E+09,34:00.0,Lucas 235@mailxyz.com,@Lucas 23
None,1,1,None,0,0,1,None,0.01,Kids (0-17),4,2016/03/02,11,ICC Cricket World Cup 2011,1.76E+09,28:00.0,Katharina 182@gmail.com,None
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/01/22,0,Boomerang,1.76E+09,17:00.0,Randy 393@mail.com,@Randy 39
Mpumalanga,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/03,9,Cartoon Network,1.76E+09,55:00.0,Irving 52@gmail.com,@Irving 5
Eastern Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/03/06,17,Supersport Live Events,1.76E+09,13:00.0,Wilton 412@gmail.com,@Wilton 41
Limpopo,1,1,white,1,0,1,male,0.01,Adult (25-34),2,2016/03/28,3,Cartoon Network,1.76E+09,41:00.0,Stacy 275@mailxyz.com,@Stacy 27
Eastern Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),4,2016/03/09,8,Channel O,1.76E+09,22:00.0,Emerson 244@abcmail.com,@Emerson 24
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/10,21,Cartoon Network,1.76E+09,09:00.0,Randy 394@abcmail.com,@Randy 39
Northern Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),2,2016/02/08,20,Boomerang,1.76E+09,02:00.0,Valentine 475@mailxyz.com,@Valentine 47
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/21,9,Africa Magic,1.76E+09,28:00.0,Emerson 243@mail.com,@Emerson 24
Kwazulu Natal,1,1,other,1,0,1,male,0.01,Adult (25-34),6,2016/03/04,23,SuperSport Blitz,1.76E+09,47:00.0,Efren 134@abcmail.com,@Efren 13
Western Cape,1,1,white,1,0,1,male,0.01,Adult (25-34),7,2016/01/23,13,Cartoon Network,1.76E+09,20:00.0,Brendan 451@yahoo.com,@Brendan 45
Eastern Cape,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/03/15,12,ICC Cricket World Cup 2011,1.76E+09,28:00.0,Efren 134@abcmail.com,@Efren 13
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/24,20,SuperSport Blitz,1.76E+09,14:00.0,Eli 291@yahoo.com,@Eli 29
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/05,17,Cartoon Network,1.76E+09,56:00.0,Dee 215@mailxyz.com,@Dee 21
Free State,1,1,white,1,0,1,male,0.01,Adult (25-34),5,2016/03/03,12,Supersport Live Events,1.76E+09,21:00.0,Michel 204@abcmail.com,@Michel 20
Free State,1,1,black,0,1,1,female,0.01,Adult (25-34),7,2016/02/20,14,Supersport Live Events,1.76E+09,54:00.0,Emilie 344@abcmail.com,@Emilie 34
None,1,1,None,0,0,1,None,0.01,Kids (0-17),1,2016/03/20,18,Cartoon Network,1.76E+09,17:00.0,Desirae 505@mailxyz.com,None
Northern Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),7,2016/01/30,20,SawSee,1.76E+09,00:00.0,Stefan 461@yahoo.com,@Stefan 46
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/03/05,17,ICC Cricket World Cup 2011,1.76E+09,27:00.0,Cody 125@mailxyz.com,@Cody 12
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/20,9,Africa Magic,1.76E+09,49:00.0,Hyman 82@gmail.com,@Hyman 8
Gauteng,1,1,indian_asian,0,1,1,female,0.01,Adult (25-34),5,2016/03/24,17,Supersport Live Events,1.76E+09,42:00.0,Nakita 142@gmail.com,@Nakita 14
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/01/31,19,Africa Magic,1.76E+09,23:00.0,Emerson 243@mail.com,@Emerson 24
Northern Cape,1,1,white,1,0,1,male,0.01,Retired (55+),2,2016/03/14,17,CNN,1.76E+09,57:00.0,Stephen 153@mail.com,@Stephen 15
Gauteng,1,1,coloured,1,0,1,male,0.01,Youth (18-24),7,2016/03/05,11,ICC Cricket World Cup 2011,1.76E+09,40:00.0,Eli 294@abcmail.com,@Eli 29
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),2,2016/03/07,16,ICC Cricket World Cup 2011,1.76E+09,52:00.0,Bernardo 321@yahoo.com,@Bernardo 32
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),6,2016/03/25,16,ICC Cricket World Cup 2011,1.76E+09,10:00.0,Abel 183@mail.com,@Abel 18
Gauteng,1,1,white,0,1,1,female,0.01,Mature Adult (35-44),2,2016/03/14,23,E! Entertainment,1.76E+09,52:00.0,Desirae 302@gmail.com,@Desirae 30
None,1,1,None,0,0,1,None,0.01,Kids (0-17),2,2016/01/11,16,Cartoon Network,1.76E+09,03:00.0,Tiffani 171@yahoo.com,None
Limpopo,1,1,black,1,0,1,male,0.01,Youth (18-24),1,2016/01/10,7,Boomerang,1.76E+09,25:00.0,Royal 173@mail.com,@Royal 17
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),2,2016/03/07,20,Supersport Live Events,1.76E+09,39:00.0,Garry 281@yahoo.com,@Garry 28
Gauteng,1,1,white,1,0,1,male,0.01,Youth (18-24),4,2016/03/23,14,SuperSport Blitz,1.76E+09,33:00.0,Michel 205@mailxyz.com,@Michel 20
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),4,2016/02/24,11,ICC Cricket World Cup 2011,1.76E+09,19:00.0,Robby 161@yahoo.com,@Robby 16
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),2,2016/03/28,11,ICC Cricket World Cup 2011,1.76E+09,41:00.0,Hollis 385@mailxyz.com,@Hollis 38
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/01/21,17,Africa Magic,1.76E+09,12:00.0,Lloyd 73@mail.com,@Lloyd 7
Free State,1,1,black,1,0,1,male,0.01,Youth (18-24),3,2016/02/23,6,SuperSport Blitz,1.76E+09,06:00.0,Len 444@abcmail.com,@Len 44
Western Cape,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),2,2016/02/15,15,Trace TV,1.76E+09,56:00.0,Yong 484@abcmail.com,@Yong 48
Western Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/02/07,18,E! Entertainment,1.76E+09,53:00.0,Kyle 64@abcmail.com,@Kyle 6
Eastern Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/03/11,20,Supersport Live Events,1.76E+09,59:00.0,Michel 202@gmail.com,@Michel 20
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),5,2016/03/31,18,Boomerang,1.76E+09,33:00.0,Randy 395@mailxyz.com,@Randy 39
Gauteng,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),6,2016/03/04,8,ICC Cricket World Cup 2011,1.76E+09,27:00.0,Haywood 93@mail.com,@Haywood 9
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/03/05,17,Supersport Live Events,1.76E+09,23:00.0,Samuel 261@yahoo.com,@Samuel 26
Gauteng,1,1,coloured,1,0,1,male,0.01,Adult (25-34),1,2016/01/24,21,Supersport Live Events,1.76E+09,33:00.0,Michel 201@yahoo.com,@Michel 20
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),2,2016/02/15,22,Supersport Live Events,1.76E+09,23:00.0,Dion 335@mailxyz.com,@Dion 33
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/01/26,22,Supersport Live Events,1.76E+09,44:00.0,Abel 181@yahoo.com,@Abel 18
North West,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/02/06,8,Trace TV,1.76E+09,14:00.0,Stacy 271@yahoo.com,@Stacy 27
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/02/05,21,Channel O,1.76E+09,29:00.0,Jacinto 252@gmail.com,@Jacinto 25
Mpumalanga,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/02/23,22,Channel O,1.76E+09,53:00.0,Cory 105@mailxyz.com,@Cory 10
Free State,1,1,white,1,0,1,male,0.01,Middle-Aged Adult (45-54),2,2016/03/28,10,Cartoon Network,1.76E+09,47:00.0,Eli 291@yahoo.com,@Eli 29
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),1,2016/03/13,19,E! Entertainment,1.76E+09,39:00.0,Haywood 95@mailxyz.com,@Haywood 9
Gauteng,1,1,white,1,0,1,male,0.01,Adult (25-34),7,2016/03/26,10,Supersport Live Events,1.76E+09,04:00.0,Stacy 273@mail.com,@Stacy 27
Western Cape,1,1,other,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/01/22,15,Cartoon Network,1.76E+09,23:00.0,Hyman 82@gmail.com,@Hyman 8
Western Cape,1,1,white,1,0,1,male,0.01,Adult (25-34),5,2016/02/18,10,DStv Events 1,1.76E+09,18:00.0,Carter 33@mail.com,@Carter 3
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Youth (18-24),6,2016/02/05,5,Boomerang,1.76E+09,06:00.0,Efren 131@yahoo.com,@Efren 13
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/03/15,17,ICC Cricket World Cup 2011,1.76E+09,42:00.0,Cody 122@gmail.com,@Cody 12
Kwazulu Natal,1,1,black,0,1,1,female,0.01,Adult (25-34),2,2016/03/28,16,Cartoon Network,1.76E+09,09:00.0,Loris 164@abcmail.com,@Loris 16
Eastern Cape,1,1,white,1,0,1,male,0.01,Youth (18-24),2,2016/01/18,13,Boomerang,1.76E+09,02:00.0,Romeo 373@mail.com,@Romeo 37
Mpumalanga,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),1,2016/01/31,12,Supersport Live Events,1.76E+09,42:00.0,Jared 503@mail.com,@Jared 50
Kwazulu Natal,1,1,white,1,0,1,male,0.01,Adult (25-34),2,2016/01/11,22,MK,1.76E+09,46:00.0,Samuel 263@mail.com,@Samuel 26
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Kids (0-17),6,2016/03/11,18,ICC Cricket World Cup 2011,1.76E+09,08:00.0,Cody 122@gmail.com,@Cody 12
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/03/04,23,Africa Magic,1.76E+09,48:00.0,Dee 214@abcmail.com,@Dee 21
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),3,2016/02/23,6,Trace TV,1.76E+09,58:00.0,Kip 145@mailxyz.com,@Kip 14
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),6,2016/02/05,22,Vuzu,1.76E+09,16:00.0,Yong 483@mail.com,@Yong 48
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Middle-Aged Adult (45-54),7,2016/02/13,20,SuperSport Blitz,1.76E+09,20:00.0,Hollis 385@mailxyz.com,@Hollis 38
Western Cape,1,1,black,0,1,1,female,0.01,Adult (25-34),7,2016/02/06,10,Boomerang,1.76E+09,53:00.0,Carlota 241@yahoo.com,@Carlota 24
Free State,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/23,22,Vuzu,1.76E+09,25:00.0,Earl 422@gmail.com,@Earl 42
Gauteng,1,1,white,1,0,1,male,0.01,Retired (55+),4,2016/01/13,16,Trace TV,1.76E+09,55:00.0,Stefan 465@mailxyz.com,@Stefan 46
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),1,2016/02/21,9,Boomerang,1.76E+09,35:00.0,Kip 144@abcmail.com,@Kip 14
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),3,2016/01/12,11,Africa Magic,1.76E+09,07:00.0,Cody 122@gmail.com,@Cody 12
Eastern Cape,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/05,8,Supersport Live Events,1.76E+09,22:00.0,Loyd 494@abcmail.com,@Loyd 49
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),4,2016/03/30,20,Boomerang,1.76E+09,32:00.0,Cody 122@gmail.com,@Cody 12
North West,1,1,black,1,0,1,male,0.01,Youth (18-24),2,2016/03/21,22,Boomerang,1.76E+09,59:00.0,Loyd 494@abcmail.com,@Loyd 49
Western Cape,1,1,None,0,1,1,female,0.01,Middle-Aged Adult (45-54),2,2016/03/07,20,Trace TV,1.76E+09,36:00.0,Alecia 164@abcmail.com,@Alecia 16
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Adult (25-34),1,2016/03/06,16,Supersport Live Events,1.76E+09,14:00.0,Wilburn 302@gmail.com,@Wilburn 30
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Youth (18-24),3,2016/03/08,21,Boomerang,1.76E+09,53:00.0,Royal 175@mailxyz.com,@Royal 17
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/03/19,22,Supersport Live Events,1.76E+09,44:00.0,Stefan 464@abcmail.com,@Stefan 46
Gauteng,1,1,None,0,1,1,female,0.01,Adult (25-34),3,2016/02/23,0,SuperSport Blitz,1.76E+09,29:00.0,Torrie 142@gmail.com,@Torrie 14
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/02/02,20,Supersport Live Events,1.76E+09,20:00.0,Dion 333@mail.com,@Dion 33
Western Cape,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/03/26,15,Trace TV,1.76E+09,46:00.0,Dion 335@mailxyz.com,@Dion 33
Kwazulu Natal,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),4,2016/03/23,10,ICC Cricket World Cup 2011,1.76E+09,00:00.0,Hollis 385@mailxyz.com,@Hollis 38
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),3,2016/03/01,11,Trace TV,1.76E+09,04:00.0,Hollis 381@yahoo.com,@Hollis 38
North West,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),5,2016/02/18,16,Africa Magic,1.76E+09,19:00.0,Claud 343@mail.com,@Claud 34
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/03/24,19,Channel O,1.76E+09,36:00.0,Filiberto 45@mailxyz.com,@Filiberto 4
Northern Cape,1,1,coloured,1,0,1,male,0.01,Retired (55+),2,2016/01/11,10,SawSee,1.76E+09,25:00.0,Chas 355@mailxyz.com,@Chas 35
Western Cape,1,1,coloured,1,0,1,male,0.01,Adult (25-34),5,2016/02/18,9,Supersport Live Events,1.76E+09,55:00.0,Donald 221@yahoo.com,@Donald 22
Gauteng,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),7,2016/01/09,17,Supersport Live Events,1.76E+09,18:00.0,Lane 115@mailxyz.com,@Lane 11
Mpumalanga,1,1,black,1,0,1,male,0.01,Youth (18-24),7,2016/01/23,12,Channel O,1.76E+09,42:00.0,Charlie 361@yahoo.com,@Charlie 36
Gauteng,1,1,other,1,0,1,male,0.01,Mature Adult (35-44),6,2016/01/08,15,SuperSport Blitz,1.76E+09,05:00.0,Eli 292@gmail.com,@Eli 29
Eastern Cape,1,1,black,1,0,1,male,0.01,Youth (18-24),7,2016/02/13,23,Channel O,1.76E+09,39:00.0,Lane 111@yahoo.com,@Lane 11
Eastern Cape,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),7,2016/01/23,12,Supersport Live Events,1.76E+09,34:00.0,Donald 222@gmail.com,@Donald 22
Eastern Cape,1,1,white,0,1,1,female,0.01,Kids (0-17),4,2016/02/03,8,Boomerang,1.76E+09,43:00.0,Shelley 234@abcmail.com,@Shelley 23
Limpopo,1,1,black,1,0,1,male,0.01,Youth (18-24),5,2016/03/24,9,CNN,1.76E+09,39:00.0,Wilton 411@yahoo.com,@Wilton 41
Mpumalanga,1,1,white,1,0,1,male,0.01,Mature Adult (35-44),3,2016/03/01,13,SuperSport Blitz,1.76E+09,22:00.0,Art 404@abcmail.com,@Art 40
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/03/24,16,Supersport Live Events,1.76E+09,46:00.0,Kyle 61@yahoo.com,@Kyle 6
Limpopo,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),5,2016/03/24,16,Supersport Live Events,1.76E+09,31:00.0,Eli 292@gmail.com,@Eli 29
Western Cape,1,1,white,0,1,1,female,0.01,Kids (0-17),6,2016/02/26,17,Supersport Live Events,1.76E+09,53:00.0,Dia 475@mailxyz.com,@Dia 47
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),3,2016/03/29,15,Trace TV,1.76E+09,52:00.0,Raymundo 435@mailxyz.com,@Raymundo 43
Western Cape,1,1,coloured,1,0,1,male,0.01,Mature Adult (35-44),1,2016/01/03,14,CNN,1.76E+09,41:00.0,Robby 161@yahoo.com,@Robby 16
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),6,2016/01/01,20,Boomerang,1.76E+09,54:00.0,Yong 483@mail.com,@Yong 48
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/02/06,16,Boomerang,1.76E+09,08:00.0,Lane 114@abcmail.com,@Lane 11
Free State,1,1,coloured,0,1,1,female,0.01,Kids (0-17),7,2016/02/20,18,Cartoon Network,1.76E+09,51:00.0,Carlota 273@mail.com,@Carlota 27
Mpumalanga,1,1,white,1,0,1,male,0.01,Youth (18-24),5,2016/02/11,16,Boomerang,1.76E+09,27:00.0,Raymundo 435@mailxyz.com,@Raymundo 43
Gauteng,1,1,black,1,0,1,male,0.01,Adult (25-34),5,2016/02/25,4,SawSee,1.76E+09,35:00.0,Filiberto 44@abcmail.com,@Filiberto 4
Gauteng,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),1,2016/03/20,16,ICC Cricket World Cup 2011,1.76E+09,02:00.0,Samuel 261@yahoo.com,@Samuel 26
North West,1,1,black,1,0,1,male,0.01,Mature Adult (35-44),5,2016/02/18,21,SuperSport Blitz,1.76E+09,34:00.0,Royal 174@abcmail.com,@Royal 17
Free State,1,1,black,1,0,1,male,0.01,Youth (18-24),1,2016/02/14,8,Channel O,1.76E+09,56:00.0,Jared 503@mail.com,@Jared 50
Western Cape,1,1,indian_asian,1,0,1,male,0.01,Adult (25-34),3,2016/01/05,11,Supersport Live Events,1.76E+09,03:00.0,Stefan 463@mail.com,@Stefan 46
North West,1,1,black,1,0,1,male,0.01,Adult (25-34),2,2016/01/11,20,Trace TV,1.76E+09,29:00.0,Donald 223@mail.com,@Donald 22
Kwazulu Natal,1,1,indian_asian,0,1,1,female,0.01,Adult (25-34),4,2016/03/30,10,ICC Cricket World Cup 2011,1.76E+09,41:00.0,Luanna 195@mailxyz.com,@Luanna 19
Gauteng,1,1,None,1,0,1,male,0.01,Adult (25-34),7,2016/03/05,20,Supersport Live Events,1.76E+09,23:00.0,Claud 343@mail.com,@Claud 34
Kwazulu Natal,1,1,black,1,0,1,male,0.01,Adult (25-34),2,2016/02/22,12,ICC Cricket World Cup 2011,1.76E+09,18:00.0,Randy 391@yahoo.com,@Randy 39
Limpopo,1,1,black,1,0,1,male,0.01,Adult (25-34),7,2016/03/12,22,SawSee,1.76E+09,39:00.0,Royal 174@abcmail.com,@Royal 17
Gauteng,1,1,None,0,1,1,female,0.01,Adult (25-34),3,2016/01/05,2,Cartoon Network,1.76E+09,54:00.0,Torrie 142@gmail.com,@Torrie 14
Gauteng,1,1,None,1,0,1,male,0.01,Adult (25-34),3,2016/01/12,10,Supersport Live Events,1.76E+09,43:00.0,Hyman 82@gmail.com,@Hyman 8
Western Cape,1,1,coloured,1,0,1,male,0.01,Middle-Aged Adult (45-54),5,2016/03/24,21,Africa Magic,1.76E+09,57:00.0,Abel 182@gmail.com,@Abel 18
Mpumalanga,1,1,black,0,1,1,female,0.01,Youth (18-24),4,2016/01/06,9,SawSee,1.76E+09,02:00.0,Katharina 135@mailxyz.com,@Katharina 13
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),5,2016/02/25,19,Supersport Live Events,1.76E+09,43:00.0,Stacy 271@yahoo.com,@Stacy 27
Gauteng,1,1,black,1,0,1,male,0.01,Middle-Aged Adult (45-54),6,2016/02/19,10,Supersport Live Events,1.76E+09,57:00.0,Hyman 85@mailxyz.com,@Hyman 8
Gauteng,1,1,coloured,1,0,1,male,0.01,Adult (25-34),4,2016/03/02,16,ICC Cricket World Cup 2011,1.76E+09,49:00.0,Michel 201@yahoo.com,@Michel 20
Western Cape,1,1,None,1,0,1,male,0.01,Mature Adult (35-44),6,2016/02/12,15,Vuzu,1.76E+09,24:00.0,Hugh15@mailxyz.com,@Hugh1
Gauteng,1,1,black,1,0,1,male,0.01,Youth (18-24),1,2016/03/27,16,Trace TV,1.76E+09,43:00.0,Hyman 82@gmail.com,@Hyman 8
Western Cape,1,1,None,1,0,1,male,0.01,Adult (25-34),3,2016/01/05,22,Supersport Live Events,1.76E+09,34:00.0,Efren 134@abcmail.com,@Efren 13
Kwazulu Natal,1,1,indian_asian,1,0,1,male,0.01,Mature Adult (35-44),7,2016/03/26,13,ICC Cricket World Cup 2011,1.76E+09,55:00.0,Stacy 275@mailxyz.com,@Stacy 27
